,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
SPNS2,397.7601613,-0.113522046,0.081306894,-1.396216745,0.162649236,0.237375481
AGBL5,720.6785034,-0.113573039,0.03988848,-2.847264138,0.004409676,0.010516163
PHC1,493.6131987,-0.113633865,0.038867563,-2.923616904,0.003459903,0.008495146
ZNF282,785.6871526,-0.113655813,0.035432785,-3.207645481,0.001338264,0.003666818
BRI3,1192.116169,-0.113713329,0.046209374,-2.460828154,0.013861674,0.028741726
TBC1D25,423.2895274,-0.113783953,0.026270365,-4.331266621,1.48E-05,6.71E-05
C9orf16,795.6442599,-0.11382514,0.056125656,-2.028041149,0.042556048,0.075908693
AKAP8,689.8207881,-0.113851135,0.027224928,-4.181870981,2.89E-05,0.000121935
DYRK1B,611.9719973,-0.113901896,0.04990016,-2.282595802,0.022454188,0.043634464
C9orf114,524.5628042,-0.113944496,0.036384736,-3.131656542,0.001738231,0.004627735
IP6K2,1529.373256,-0.113976475,0.031957006,-3.566556761,0.000361702,0.001149387
TTC21A,108.6833249,-0.113997286,0.057348499,-1.987798947,0.04683393,0.082362355
C11orf49,544.4059253,-0.114027845,0.039601889,-2.87935365,0.003984912,0.00960417
FLJ43950,0.189225952,-0.114066421,0.409836606,-0.2783217,0.78076542,0.836007832
GAB2,1118.426427,-0.114068052,0.082502097,-1.382607903,0.166785125,0.242384477
MLL,1768.701651,-0.114149141,0.04297341,-2.656273752,0.007900945,0.017569306
PDCD7,475.9237567,-0.114162213,0.026993171,-4.229299837,2.34E-05,0.000100938
NOB1,884.6347567,-0.114185201,0.039622226,-2.88184722,0.003953514,0.009544575
PCGF1,264.2073126,-0.114227964,0.033935177,-3.366063639,0.000762491,0.002237547
PKIG,698.7606025,-0.114263159,0.046482755,-2.4581839,0.013964165,0.028944556
DFFA,468.5072719,-0.114263988,0.035140807,-3.25160394,0.001147558,0.003196544
ITM2B,9225.446667,-0.114265379,0.037060357,-3.083223956,0.00204771,0.005344041
FOXD4L6,2.825266971,-0.114266267,0.099853689,-1.144336959,0.252483922,0.34262121
LY96,114.8869215,-0.114297171,0.059512565,-1.920555294,0.054787796,0.094159879
CSNK1G2,1110.751037,-0.114313826,0.041934156,-2.726031402,0.00641009,0.014655349
ISM2,1.667819103,-0.114341542,0.135202654,-0.845704861,0.39771741,0.49645276
SYNC,414.8325625,-0.114351249,0.087011528,-1.31420803,0.188776207,0.268881044
ZNF487,32.83538449,-0.11435437,0.043816371,-2.609854867,0.009058064,0.01982011
FIZ1,434.878387,-0.114395878,0.037542443,-3.047108005,0.002310547,0.005948405
TGFB3,1620.991298,-0.114408361,0.068109732,-1.679765251,0.093002999,0.14802009
NCDN,1084.766082,-0.114464917,0.047943984,-2.387471956,0.016964697,0.034199697
C20orf201,1.997980465,-0.114497499,0.164488479,-0.696082182,0.486377364,0.581931978
UVRAG,823.1677962,-0.114518801,0.045923333,-2.493695345,0.0126421,0.02649954
SMAD5OS,2.981858689,-0.11452193,0.056460951,-2.028338681,0.042525694,0.075861824
HINFP,301.88086,-0.114577706,0.032072209,-3.572491924,0.0003536,0.001127484
RPL39,629.5674876,-0.114592078,0.05906787,-1.940006957,0.052378844,0.090546903
LOC91450,3.205699776,-0.114598703,0.054396135,-2.106743482,0.035139821,0.064295674
TYK2,1252.936144,-0.114645425,0.032127623,-3.568437849,0.000359116,0.001141939
C21orf82,9.606377226,-0.114655579,0.076985257,-1.489318641,0.136403481,0.204544735
SPTBN4,85.02591661,-0.114740696,0.108080435,-1.061623187,0.288406783,0.382220162
DYX1C1,104.7248817,-0.114855211,0.056736683,-2.024355416,0.042933596,0.076450413
SASH1,1322.988357,-0.114893913,0.066213705,-1.735198378,0.082705674,0.133969938
PDXK,2895.93297,-0.11493089,0.054081662,-2.125136051,0.033575262,0.061822226
INPP5J,698.5730385,-0.114937874,0.098153604,-1.171000044,0.241598759,0.330525585
RHOBTB2,531.4528493,-0.115081959,0.047921285,-2.401478998,0.016328946,0.033122704
HNRNPA1L2,2372.140035,-0.115094153,0.027990679,-4.111874253,3.92E-05,0.000160149
BCL3,1263.687055,-0.115109555,0.050042302,-2.300245004,0.021434343,0.041915398
EPC1,496.7884001,-0.115146059,0.041536658,-2.772155115,0.005568649,0.012926777
RBM6,1227.767172,-0.115156626,0.032051103,-3.592906808,0.00032701,0.001052622
TMEM8B,68.33124531,-0.115189877,0.080267823,-1.43506916,0.151267391,0.223153461
PIAS2,277.0760168,-0.115192806,0.040825504,-2.821589339,0.004778633,0.011284635
OSGEP,413.2853367,-0.115229522,0.034332521,-3.356279046,0.000789988,0.002307316
STX10,345.595107,-0.115263944,0.044999964,-2.561423033,0.010424434,0.022411749
PHLPP1,519.9381136,-0.115357174,0.053443458,-2.158490069,0.03088975,0.057520871
INSR,2413.018423,-0.115361217,0.048311846,-2.387845348,0.016947472,0.034168675
ZNF556,6.217576489,-0.115422098,0.180562729,-0.639235455,0.522669771,0.616705898
CYP1B1,2212.163936,-0.115506286,0.102366182,-1.128363731,0.259166339,0.350002522
ARF5,3225.360657,-0.115529284,0.043407291,-2.661517947,0.007778919,0.017341498
MS4A2,71.26499393,-0.115735459,0.114689779,-1.009117463,0.312918304,0.408136205
STOML2,1759.885412,-0.115809348,0.039036654,-2.966682278,0.003010319,0.007511301
EIF1B,622.6485547,-0.115823711,0.027129625,-4.269270598,1.96E-05,8.60E-05
DDX11,503.8455339,-0.115847943,0.056190931,-2.061684015,0.039237829,0.070784131
NME3,1131.93154,-0.115861386,0.073402648,-1.578436048,0.114465469,0.176368425
SLC35E2,66.05972988,-0.115894035,0.065664993,-1.76492876,0.077575739,0.126653018
XIST,8032.988094,-0.115931765,0.091110885,-1.272424975,0.203222165,0.285974809
RNF122,185.0251771,-0.115948809,0.051286112,-2.26082276,0.023770235,0.04583749
SLC2A13,210.6436353,-0.115986391,0.066763803,-1.737264581,0.08234048,0.133424864
CTNNAL1,443.7396773,-0.115989338,0.051500105,-2.252215565,0.024308653,0.046730402
USP21,728.127296,-0.115993654,0.036718697,-3.158980646,0.00158322,0.004262022
RBPMS2,73.36650051,-0.116003423,0.074381622,-1.55957104,0.118861285,0.182001087
ANO7,34.11746705,-0.116067004,0.096536852,-1.202307735,0.229244321,0.316510662
RPS28,406.542427,-0.116096592,0.14008585,-0.828753167,0.407244094,0.506136512
PPP1R3F,83.55922226,-0.116127953,0.06320472,-1.837330404,0.066161134,0.110569767
CER1,0.172369741,-0.116158665,0.412274532,-0.281750765,0.778134626,0.833862982
ZNF169,72.37325372,-0.11622297,0.040027323,-2.903590889,0.003689099,0.00897261
NKD2,141.2804658,-0.116258872,0.087209369,-1.333100715,0.182498755,0.261381052
SPHK2,324.4807868,-0.116436049,0.043659094,-2.666936879,0.007654605,0.017109481
ATP2B3,1.763413431,-0.116499588,0.258608133,-0.450486947,0.652359364,0.73078551
MCM9,88.40124115,-0.116515998,0.04688316,-2.48524201,0.012946339,0.02707928
PHF23,848.5699333,-0.116536362,0.029654745,-3.929771184,8.50E-05,0.000319026
HLA-A,20408.79065,-0.116559344,0.070887361,-1.644289496,0.100116418,0.157357651
ZNF92,814.9058961,-0.116591102,0.076165474,-1.530760536,0.125828586,0.190919063
LZTS1,316.791661,-0.116642138,0.057148997,-2.041018114,0.041249027,0.073910467
ISY1,670.5207615,-0.116667369,0.028446356,-4.101311545,4.11E-05,0.000166865
ZNF513,358.5872197,-0.116755069,0.04393011,-2.657745905,0.007866518,0.017507403
ZNF429,199.4679737,-0.116824833,0.047108733,-2.47989759,0.013142012,0.027433029
NOVA2,35.7201076,-0.1169281,0.056431392,-2.072039978,0.038261713,0.069224669
C6orf225,172.3192179,-0.116982313,0.05209058,-2.245747968,0.024720156,0.047407194
RIPK3,201.0064606,-0.117025842,0.077834986,-1.503512093,0.132707041,0.199677878
ELL2,1242.035684,-0.117053582,0.059810104,-1.957087094,0.05033723,0.087510693
RBM38,760.6687205,-0.117099438,0.067249014,-1.741281109,0.081634316,0.132466836
ADAMTSL2,195.6788946,-0.117099616,0.071543361,-1.636764254,0.101679738,0.159401672
TYR,0.170612836,-0.117157222,0.379292303,-0.308883732,0.757409972,0.817115317
WWP2,1286.371556,-0.117163017,0.04651074,-2.519052978,0.011767095,0.024847434
TNFSF13B,106.7428493,-0.117191857,0.083562399,-1.402447256,0.16078173,0.23509272
SNUPN,494.7816762,-0.117221754,0.033224952,-3.528124131,0.000418516,0.001309993
MYEOV2,881.2882635,-0.117288085,0.05719298,-2.050742687,0.040292012,0.07240494
C19orf61,723.7470779,-0.117316394,0.034702749,-3.380608089,0.000723256,0.00213623
NT5E,409.954486,-0.117336476,0.071415244,-1.643017218,0.100379371,0.157668771
DCBLD2,741.8670178,-0.1174046,0.054477315,-2.155109881,0.031153237,0.057936111
NUPL2,412.8031214,-0.117456757,0.037496844,-3.132443824,0.001733576,0.004617325
C6orf222,1.202451906,-0.117458477,0.189359563,-0.620293349,0.535064673,0.627645563
CALD1,5995.886622,-0.117467157,0.057244662,-2.052019388,0.040167778,0.072244513
DCAF10,2487.52941,-0.117469724,0.06652627,-1.765764491,0.077435368,0.126457144
C9orf37,147.2460431,-0.117505443,0.048774736,-2.409145648,0.015989915,0.032537903
PCBP4,592.6941982,-0.117575231,0.052165552,-2.253886455,0.024203312,0.046561585
POMT2,503.9288095,-0.117598167,0.034415646,-3.416997222,0.000633159,0.001890836
SLC35E2B,2561.903927,-0.117606908,0.044708592,-2.630521419,0.0085254,0.01876496
C2orf86,78.88921923,-0.117639171,0.038052722,-3.091478448,0.001991624,0.00521648
ADAM22,58.42146752,-0.117657942,0.095733308,-1.229017825,0.219065123,0.304377127
SLC25A26,320.7487789,-0.117725288,0.030387945,-3.874078636,0.000107029,0.000391394
MYOF,4977.856276,-0.117737914,0.050555775,-2.328871704,0.019865863,0.039215155
PEAK1,1054.55576,-0.1177392,0.046305582,-2.542656729,0.011001325,0.023481024
ZNF773,155.1524335,-0.117749015,0.049627013,-2.372679857,0.017659563,0.03542388
MAP2K5,301.8815394,-0.117776132,0.030828425,-3.820374647,0.000133249,0.000475773
ARHGEF37,739.2062379,-0.117803427,0.06815245,-1.728528146,0.083893579,0.135646065
TIMM22,451.1401579,-0.117859372,0.030185401,-3.904515689,9.44E-05,0.000350881
CD163,1020.701107,-0.117886622,0.085127638,-1.384821949,0.166106918,0.241587626
SH3BP5,1261.558268,-0.117900359,0.049902622,-2.362608506,0.018146828,0.036268306
TERC,0.538159731,-0.117903899,0.204821647,-0.575641785,0.564857332,0.655178142
RHOT2,1540.2421,-0.117914657,0.050540233,-2.333084944,0.019643687,0.03881778
SPDYE8P,21.92139816,-0.117922285,0.043922644,-2.684772025,0.007257929,0.016322881
PIK3R3,3125.942668,-0.11793473,0.054053592,-2.181811176,0.029123471,0.054603573
CCDC48,137.3268749,-0.11798221,0.109845652,-1.074072649,0.282790122,0.376170325
ZNF738,249.0592103,-0.118020993,0.053124903,-2.221575697,0.026311994,0.050074365
PLXNA1,1517.544043,-0.118040353,0.047039442,-2.509390999,0.012093953,0.025456704
ATP8B5P,34.06885493,-0.118057562,0.052774846,-2.237004379,0.025286054,0.048371441
FAM170A,0.425969637,-0.118060631,0.197265865,-0.598484848,0.549516466,0.641263443
FGFR1OP,314.7747976,-0.118103353,0.045185671,-2.613734652,0.008955856,0.019624172
WASH2P,285.7219873,-0.118109328,0.057406161,-2.057432972,0.039644596,0.071400198
IQCB1,491.5500907,-0.118140899,0.037559411,-3.145440641,0.001658368,0.004438623
GRAMD2,205.7107805,-0.1181522,0.113195531,-1.043788552,0.296583229,0.391050013
TSPO,1995.969509,-0.118152536,0.066875902,-1.766743081,0.077271265,0.126222401
SHROOM3,3022.550129,-0.118180389,0.05704308,-2.071774343,0.03828649,0.069249289
CIB2,105.5850287,-0.118237282,0.091366487,-1.294099031,0.195631216,0.277182575
RNASEK,1786.962745,-0.118257015,0.042448992,-2.785861566,0.005338567,0.012461345
PRPF38B,1100.219125,-0.118309706,0.02726459,-4.339317204,1.43E-05,6.48E-05
OAT,3916.19349,-0.118334117,0.049361479,-2.397296836,0.016516537,0.033470373
ZNF25,310.6744048,-0.118387744,0.036533858,-3.240493864,0.001193228,0.003312366
NMI,512.0038411,-0.118409482,0.053518949,-2.212477714,0.026933674,0.051079781
CSNK1A1P,0.380137822,-0.118441045,0.235310174,-0.503340094,0.614725182,0.698556465
RABEP1,3621.519704,-0.11850539,0.061189705,-1.93668838,0.052783447,0.091127757
FAM186A,5.053182511,-0.118568751,0.083657337,-1.417314423,0.15639102,0.229538872
PWWP2B,524.4521174,-0.118614922,0.056054581,-2.116061167,0.034339606,0.063024406
LRRC67,2.07973113,-0.118631538,0.152283387,-0.779018257,0.43596896,0.533705436
NLRC5,764.0573175,-0.118652805,0.072089213,-1.645916207,0.099781012,0.15690117
POU2F3,127.2634157,-0.118664165,0.074872628,-1.584880449,0.112993499,0.174447256
ADAM8,459.1108246,-0.118690395,0.07593478,-1.563057089,0.118039168,0.180945395
PAPPA,100.3200688,-0.118771407,0.08507316,-1.396109036,0.162681663,0.237404178
ZFAND5,3270.415957,-0.118817723,0.031787457,-3.737880778,0.000185578,0.000639534
MOB2,537.8933747,-0.11885733,0.045831958,-2.593328672,0.009505188,0.020672007
BLCAP,1676.58799,-0.11887564,0.036387886,-3.266901542,0.001087315,0.003055752
2-Mar,657.7963985,-0.118921282,0.036311153,-3.2750621,0.001056387,0.002979189
TTC28,466.4990849,-0.118960723,0.050368953,-2.361786711,0.018187103,0.036333181
HNRNPA1,6569.445508,-0.119006791,0.031922206,-3.728025265,0.000192986,0.000662608
COL4A2,9179.300021,-0.119018494,0.056566684,-2.104038741,0.035375068,0.064665094
VAMP5,380.7867658,-0.119077994,0.060580056,-1.965630323,0.049341329,0.086096198
RAB11FIP5,1120.922813,-0.119097602,0.033221086,-3.585000255,0.000337078,0.001080916
ARHGEF18,1033.642428,-0.119196465,0.032398374,-3.679087903,0.00023407,0.000784125
STX8,302.6124684,-0.119297112,0.03853116,-3.096120472,0.001960707,0.00515146
KIAA1009,210.2233577,-0.119310637,0.040869906,-2.919278462,0.003508427,0.008596131
C19orf41,0.140315507,-0.119345355,1.316701658,-0.090639633,0.927778939,0.949161743
NDST1,3723.137198,-0.119350156,0.040875062,-2.919877034,0.003501695,0.008581899
MAFB,1331.446814,-0.119367158,0.052343169,-2.280472494,0.02257968,0.043841682
ATP8B2,866.8387611,-0.119382266,0.057268453,-2.084607838,0.037104912,0.067441049
KCTD7,336.1818546,-0.119410329,0.038979925,-3.063380152,0.002188518,0.005676231
SPDYE5,7.885955122,-0.119529307,0.061038603,-1.958257571,0.050199797,0.087340133
DTWD1,364.3374242,-0.119542513,0.035571301,-3.360644961,0.000777607,0.002276159
DTX2,547.3328725,-0.11956139,0.04917846,-2.431173961,0.015049987,0.030868406
RSBN1L,516.4207899,-0.119609839,0.035799177,-3.341133745,0.00083437,0.002421601
TMEM43,2297.665462,-0.119631839,0.031903217,-3.74983627,0.00017695,0.000612639
PIGY,1527.449504,-0.1196337,0.030430795,-3.931336647,8.45E-05,0.000317211
SLC23A2,699.8797073,-0.11964961,0.046072084,-2.597008837,0.00940395,0.020485368
FAM153B,0.622267088,-0.119714777,0.197513849,-0.606108266,0.544442862,0.636580926
CST3,6225.944947,-0.119787058,0.071104017,-1.684673571,0.092051568,0.14678216
POLR2J4,236.0057074,-0.11980186,0.037996747,-3.152950469,0.001616292,0.004342253
MRPL54,532.6456877,-0.119819438,0.052023561,-2.303176395,0.02126892,0.041653222
CMTM2,2.215905696,-0.119887889,0.065470313,-1.83117941,0.067073769,0.111883859
PKP2,518.7724529,-0.119928103,0.072304803,-1.658646412,0.097187064,0.153468374
NPC2,3303.399827,-0.119947767,0.049286946,-2.433662012,0.014946945,0.030684131
EPHA10,155.1749149,-0.119988466,0.080750508,-1.485915928,0.13730136,0.205592786
GEMIN4,619.1954417,-0.120004675,0.036567139,-3.28176275,0.001031604,0.002916813
LSM7,553.652886,-0.120035043,0.060831474,-1.973239118,0.048468326,0.084771712
NOS3,258.5894903,-0.120139031,0.059281625,-2.026581285,0.042705252,0.076152923
AGPAT5,765.0533056,-0.120147443,0.049745444,-2.415245165,0.015724622,0.032089339
ZFYVE1,663.9107148,-0.120148285,0.030707698,-3.91264387,9.13E-05,0.000340333
HIST1H4C,1.085387336,-0.120230125,0.094116289,-1.277463506,0.201438656,0.284023772
HBA1,48.8413305,-0.120326809,0.200134911,-0.601228483,0.547687816,0.639530744
ZNF804B,2.453351095,-0.120332997,0.357761492,-0.336349775,0.736607119,0.799962385
NOTCH2NL,921.8448811,-0.120338354,0.05445958,-2.20968201,0.027127239,0.051384003
C8orf75,3.025433086,-0.120425057,0.189920757,-0.634080546,0.526028258,0.619533666
LHPP,442.6334683,-0.120427024,0.048269099,-2.494909309,0.012598933,0.026420966
GTF2IP1,6472.249101,-0.120427149,0.033997566,-3.542228587,0.000396761,0.001249047
NFU1,546.1710492,-0.120440862,0.034003729,-3.541989865,0.000397121,0.001249966
TFAP4,318.684692,-0.120510501,0.046111235,-2.613473702,0.008962698,0.01963685
RABL2A,346.1985121,-0.120584603,0.037019683,-3.257310552,0.001124733,0.003145228
CMKLR1,365.7142111,-0.120630979,0.067603045,-1.784401564,0.074358437,0.122129333
FAT3,37.74720552,-0.120694318,0.108152194,-1.115967351,0.26443611,0.355981993
CKB,900.2338961,-0.120746908,0.108157177,-1.116402183,0.264250019,0.355757228
DENND5A,1421.262297,-0.120775818,0.033137812,-3.644652794,0.000267753,0.000883281
KLF16,516.9435145,-0.120819471,0.048754408,-2.478124078,0.013207521,0.02755431
MARVELD1,1074.333607,-0.120848699,0.051868744,-2.329894451,0.01981173,0.039120753
C14orf149,73.43337506,-0.120857863,0.040656035,-2.972691855,0.002952007,0.007378628
PUSL1,265.1044758,-0.120921871,0.057329309,-2.109250449,0.034922969,0.063993331
PCDHB4,108.6969005,-0.120974609,0.081446114,-1.485333095,0.137455609,0.205774056
COX19,260.3965603,-0.120985068,0.036938006,-3.27535462,0.001055294,0.002976557
C9orf156,256.3029631,-0.120985179,0.030819013,-3.925666922,8.65E-05,0.000323797
NFIA,1728.145547,-0.120985796,0.065307344,-1.852560358,0.063945399,0.107426653
KCNJ15,42.95025905,-0.12102892,0.093767803,-1.290730044,0.196797303,0.278492965
EVPLL,8.051688103,-0.12111607,0.146445035,-0.827041149,0.408213739,0.507036686
FNBP1,1373.002279,-0.121121468,0.041225388,-2.938030981,0.00330304,0.008155216
CNBP,6854.569354,-0.121285048,0.024175959,-5.016762716,5.25E-07,3.38E-06
RPL23AP7,84.20022768,-0.121337893,0.045498899,-2.666831435,0.007657007,0.017111735
GANC,271.1901419,-0.121398184,0.036765844,-3.301928352,0.000960226,0.002743355
HMCN1,821.1063372,-0.121409001,0.090714059,-1.338370279,0.180775762,0.259292697
MAD2L2,608.4165466,-0.121473006,0.054945524,-2.210789825,0.027050395,0.05126455
CTRB1,0.110784812,-0.121532365,1.006330138,-0.120767888,0.903874886,0.930954093
USP32P1,175.3532959,-0.121561466,0.106390911,-1.142592589,0.253207784,0.34337671
PTGES2-AS1,2.991163834,-0.121587127,0.05629859,-2.159683346,0.030797191,0.057388735
C15orf17,917.9014821,-0.121599812,0.030644756,-3.968046392,7.25E-05,0.000275785
GPRC5B,712.8578154,-0.121655454,0.075995201,-1.600830753,0.10941441,0.169781296
MTHFD1L,394.790652,-0.121701935,0.075806898,-1.605420313,0.108401337,0.168448197
RASA1,1187.167027,-0.121760568,0.050609197,-2.405898023,0.016132767,0.032778385
KLHL26,264.7742354,-0.121790441,0.031662481,-3.846522316,0.000119806,0.000432507
FZR1,1021.18695,-0.121853656,0.034856339,-3.495882244,0.000472497,0.001456168
EPAS1,3088.7115,-0.121872704,0.054594767,-2.23231475,0.025594168,0.048888356
RP9,164.6809709,-0.121896654,0.044346849,-2.748710597,0.005983019,0.01377546
BUD13,402.0274048,-0.121916585,0.029507413,-4.131727309,3.60E-05,0.000147859
CFL2,327.9237892,-0.12195211,0.045002758,-2.709880785,0.00673074,0.015300052
PEX14,402.8924898,-0.122065121,0.03743317,-3.260881183,0.001110666,0.003110098
LRIG2,207.4516203,-0.122126078,0.039927517,-3.058694507,0.002223037,0.005754526
ADAM23,32.03667972,-0.122166,0.096069724,-1.271638921,0.203501441,0.286324481
HAR1A,18.95711526,-0.122166143,0.138917938,-0.879412298,0.379177767,0.478026658
ZNF793,157.6625649,-0.122182569,0.052517768,-2.326499649,0.019991911,0.039434229
PHF11,644.1136624,-0.122205282,0.03783482,-3.229968664,0.001238038,0.003425507
EDF1,3998.241042,-0.122338032,0.0515662,-2.372446112,0.017670741,0.035442479
ACTR1B,1234.587145,-0.122349011,0.0311154,-3.932104752,8.42E-05,0.000316327
CYP26C1,0.749179379,-0.122368363,0.111982762,-1.092742848,0.274506721,0.367266522
FIBIN,508.462473,-0.12238514,0.08198054,-1.492855985,0.135474889,0.203431088
PRDM11,17.51122908,-0.122402895,0.058191226,-2.10345964,0.03542561,0.064737936
